tb21_id,source,rank,task_id,skill,domain,task_form,overall,reason,preview
adaptive-rejection-sampler,SWE-Rebench-Tasks-Clean,1,google__jax-22744,4,4,2,4,Binomial/beta-binomial logpmf returns NaN at k=n=0; reasoning about density-function edge cases and validating against scipy truth.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. Binomial and beta-binomial `logpmf` returns NaN and nonzero values when k=n=0 (it should be zero) ###
adaptive-rejection-sampler,SWE-Rebench-Tasks-Clean,2,jax-ml__jax-28022,4,4,2,4,Bernoulli sampler is wrong for small p because float32 uniforms lack resolution; exactly the numerical-soundness reasoning a sampler needs.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. bernoulli samples fail for small probabilities Example: ```python import jax key = jax.random.key(0) 
adaptive-rejection-sampler,SWE-Rebench-Tasks-Clean,3,pymc-devs__pymc-7637,3,5,2,3,MCMC sampling loses determinism under generator seeding; same territory of making stochastic sampler output reproducible and testable.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. Sampling with generators as seeding no longer deterministic ### Description This was revealed in http
adaptive-rejection-sampler,SWE-Rebench-Tasks-Clean,4,pyro-ppl__numpyro-1914,3,5,2,3,MCMC returns no samples for a degenerate model and the summary crashes; sampler-API edge-case handling in a probabilistic library.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. MCMC returns no samples when model contains deterministic variables only # Steps to reproduce ```pyth
adaptive-rejection-sampler,SWE-Rebench-Tasks-Clean,5,axelrod-python__axelrod-1152,4,2,3,3,"Implementation deviates from the published paper's description and must be reconciled with it, the same fidelity-to-a-paper demand.",A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. Probable (certain?) implementation error in `axelrod_first.TidemanAndChieruzzi` @gaffney2010 has rece
adaptive-rejection-sampler,SWE-Rebench-Tasks-Clean,6,mpmath__mpmath-926,3,3,2,3,Special functions silently underflow to zero at large arguments; log-domain/overflow care is what keeps an ARS envelope numerically sane.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. Hankel functions incorrect for large imaginary parts and standard precision For example: ``` >>> hank
adaptive-rejection-sampler,SWE-Rebench-Tasks-Clean,7,hypothesisworks__hypothesis-3824,3,3,3,3,Replace rejection sampling of constrained values with construction that satisfies the predicate; direct reasoning about rejection efficiency.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. Filter-rewriting 2: rewrite harder https://github.com/HypothesisWorks/hypothesis/issues/2701 proposed
adaptive-rejection-sampler,SWE-Rebench-Tasks-Clean,8,pennylaneai__pennylane-5395,3,3,3,3,Implement a sampling-measurement method to a written spec with worked examples and add unit tests for it; implement-plus-test genre.,"A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. Implement `SampleMP.proces_counts` # Context Currently, our sample-based measurement processes that i"
adaptive-rejection-sampler,SWE-Rebench-Tasks-Clean,9,mpmath__mpmath-904,3,3,2,2,Polylog gives garbage at infinite arguments; handling domain boundaries of a mathematical function before evaluating it.,"A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. polylog at negative floating point infinity ``` >>> mpmath.polylog(2, -1e10) mpf('-266.73983959066811"
adaptive-rejection-sampler,SWE-Rebench-Tasks-Clean,10,bashtage__arch-752,3,3,2,2,Residual variance from a simulated forecast does not match the model's analytic expectation; reconciling simulation output with theory.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. ARX with exogenous variable forecasts residual variance is not as expected ``` import numpy as np imp
bn-fit-modify,TMax-15K,1,task_006425_4b39c264,5,4,4,5,"Estimate the joint model (mean vector and covariance) from a table, then sample a synthetic dataset from the fitted model and score its fidelity.","You are a machine learning engineer preparing synthetic training data that mimics a sensitive original dataset. You need to write a pipeline that generates this data using MCMC, evaluates its fidelity using distribution distances, estimates"
bn-fit-modify,TMax-15K,2,task_009249_b7441772,4,4,4,4,"Find the strongest dependence pair from a correlation matrix and orient it by an alphabetical rule, then fit the model; the same discover-and-orient step.",You are a data analyst for an industrial manufacturing plant. You have been provided with a dataset of sensor readings in `/home/user/sensor_data.csv`. The dataset contains multiple continuous variables representing different machine metric
bn-fit-modify,TMax-15K,3,task_000364_8e238a27,4,4,4,4,Fit a distribution's parameters to observed data and then draw synthetic samples from the fitted model into an exactly formatted CSV.,"You are acting as a machine learning engineer preparing training data for an anomaly detection model. You have a raw telemetry log from various sensors, but the data is sparse for a specific critical sensor. You need to extract its observat"
bn-fit-modify,TMax-15K,4,task_000322_52e0a9fe,3,4,3,3,"Correlation matrix used to decide which variable is redundant, plus serving a Bayesian-network inference library; dependency-structure reasoning on sensors.","I need your help organizing a dataset of experimental sensor readings, fixing a broken inference library, and setting up an API to serve a Bayesian model. Here are the specific steps you need to complete: 1. **ETL & Correlation Analysis**: "
bn-fit-modify,TMax-15K,5,task_002145_763a4445,3,4,3,3,Build a generator for a specified mixture model and check the generated sample against a baseline by KS distance; generative-model sampling and validation.,"You are a machine learning engineer tasked with preparing a synthetic data generation service for our training pipeline. We need a service that generates samples from a specific Gaussian Mixture Model (GMM), tests the generated distribution"
bn-fit-modify,TMax-15K,6,task_000141_5fbf3c2f,3,4,3,3,Sample a correlated multivariate normal from a given covariance via Cholesky: the parameter-to-sample direction of a linear-Gaussian network.,You are a Machine Learning Engineer preparing synthetic training data for a spatial regression model. You need to generate correlated multivariate normal samples based on a known covariance structure. Your task is to write a C program that 
bn-fit-modify,TMax-15K,7,task_000789_f56595dc,3,3,3,3,Recover a sequence then estimate its empirical Markov transition matrix from data; learning a probabilistic model's parameters from observations.,You are a bioinformatics analyst working with an unconventional lab setup that transmits telemetry and sequence data via acoustic signals. We have received a sonified biological sequence in the file `/app/sequence_signal.wav`. The sequence 
bn-fit-modify,TMax-15K,8,task_000577_2ef69d90,3,3,3,3,"Estimate transition probabilities from counts, solve for the stationary distribution, and test the fit with chi-squared goodness-of-fit.",You are tasked with analyzing a biological sequence transmitted from a legacy lab instrument via an audio signal. The lab encoded a DNA sequence into DTMF (Dual-Tone Multi-Frequency) tones and recorded it to `/app/dna_telemetry.wav`. The ma
bn-fit-modify,TMax-15K,9,task_000972_e742ba82,3,3,3,3,Solve pi P = pi for a transition matrix and emit an exactly formatted numeric line; linear algebra on a probabilistic model plus strict output format.,"You are a bioinformatics analyst studying the mutation processes of a specific viral genome. We model the sequence mutations as a Markov chain, where a nucleotide (A, C, G, T) mutates into another nucleotide over a fixed time step. The tran"
bn-fit-modify,TMax-15K,10,task_001413_76423b6a,3,4,3,3,Fit a multivariate normal density when the sample covariance is near-singular from collinear features; the numerical hazard of fitting a joint Gaussian model.,I am a researcher working on simulating high-energy particle interactions. I have been trying to perform density estimation on my simulated feature sets by fitting a Multivariate Normal (MVN) distribution using Maximum Likelihood Estimation
bn-fit-modify,Recursive-Task-Synthesis,1,rts_task_c830a142e0cd42f3caf7f963,3,3,3,3,"Reconcile column names with a config, select features and target, fit a model on the data and emit predictions plus a per-class count report.","Build and execute a machine learning pipeline using xorq on the Palmer Penguins dataset. The dataset is at /app/penguins.parquet, and a pipeline configuration is at /app/pipeline_config.json. Before running the pipeline, verify that the fea"
bn-fit-modify,Recursive-Task-Synthesis,2,rts_task_daeb82d4d721025947ada274,2,3,3,2,"Train a scikit-learn model on a tabular dataset and produce the specified prediction artifacts; model-fitting pipeline, no structure learning.","Build and execute a machine learning pipeline using xorq that trains a classification model on the Palmer Penguins dataset at /app/penguins.parquet. Use xorq’s DuckDB reader to load the data, select bill_length_mm, bill_depth_mm, and specie"
bn-fit-modify,Recursive-Task-Synthesis,3,rts_task_d50f880e583d83436a7b5796,2,3,3,2,Same fit-a-model-on-a-table-and-emit-artifacts pipeline on the Penguins dataset; only the estimation half transfers.,"Build and execute a machine learning pipeline using the xorq library to train a classification model on the Palmer Penguins dataset. The dataset is available at /app/penguins.parquet. First, inspect the dataset: confirm it exists, print its"
bn-fit-modify,Recursive-Task-Synthesis,4,rts_task_0d4c15474074a305ff2be8f2,2,3,3,2,Run an existing sklearn training workflow producing model outputs; shares tabular statistical modelling but nothing about dependence structure.,"Run the provided xorq and scikit-learn workflow to train a classifier on the Palmer Penguins dataset at /app/penguins.parquet. This produces a model and test features. Then locate and start the included HTTP inference server, send it the te"
bn-fit-modify,Recursive-Task-Synthesis,5,rts_task_d8bae9131753ffb9d1474ad2,2,2,3,2,"Inspect two CSVs, join them and compute grouped count/sum/average into a schema defined by spec files; disciplined tabular aggregation to exact output.","# Colonies and Planets Aggregation Report Input data: `/data/colonies.csv` and `/data/planets.csv`. 1. First, inspect both CSVs and write a data inspection report to `/app/data_inspection.txt`. Record row counts, column headers, and any dat"
bn-fit-modify,Recursive-Task-Synthesis,6,rts_task_8c7952523d80afdc25568971,2,2,3,2,Estimate empirical n-gram frequency distributions from a corpus for n=1..6; building an empirical probabilistic model from data.,Download James Joyce’s *Ulysses* from Project Gutenberg and perform an n-gram frequency analysis for n = 1 through 6 on the lowercase alphabetic content. All work should be done in /app. Inside /app you will find a document that describes e
bn-fit-modify,Recursive-Task-Synthesis,7,rts_task_015542842b0fd0be9c5d01f5,2,2,3,2,Enumerate a dataset's variables and export three named columns as a CSV with an exact header and no index column; strict tabular export discipline.,"Inspect the ROOT file at /app/file.root, which contains a TTree named myTree. First, generate a branch index file at /app/branch_index.txt that lists every branch in the tree along with its data type. Then, extract the three branches pt_x, "
bn-fit-modify,Recursive-Task-Synthesis,8,rts_task_b0259cede190f1ef494456f5,1,2,3,2,Clean a numeric array with pandas and write a conforming CSV; only the data-wrangling-to-exact-CSV half is shared.,"Process a NumPy array containing NaN values into a clean CSV file using pandas. The input array is 5×3: [[1, 2, 4], [1, 2, 1], [NaN, 1, 2], [1, 2, NaN], [2, 1, 1]] Create a DataFrame, drop all rows that contain any NaN, and save the result "
bn-fit-modify,Recursive-Task-Synthesis,9,rts_task_3f529f4d3e51cddb5bc8ff1b,1,2,3,2,"Read raw measurements, drop incomplete rows and write CSV per a config without hardcoding; data-prep discipline only.","The /app/data/ directory contains raw measurement data with some missing values. A configuration file at /app/config.json defines the expected output format and location. Write /app/script.py that reads the raw data, discards any row that i"
bn-fit-modify,Recursive-Task-Synthesis,10,rts_task_7836dcfef37937c57280ca02,1,2,2,1,"Load an .npy array, drop NaN rows with pandas and report the shape; trivial next to structure learning, shares only numpy/pandas.","Write a Python script at `/app/script.py` that loads `/app/input.npy`, removes rows containing NaN values using pandas, prints the shape of the cleaned DataFrame to stdout, and exports the result to `/app/result.txt` as a CSV file with colu"
bn-fit-modify,TerminalWorld-Seeds-Clean,1,tw_125967,3,3,3,3,Infer graph structure (communities) from a numeric network matrix across a parameter sweep; recovering structure from a data matrix is the shared crux.,"Perform a multi-scale Louvain community detection analysis on the flight network matrix at `/root/mcp/ibowman/mike/HGAA/present/num_flights_mat.csv`. Sweep 1000 resolution scales from γ=0.01 to γ=10.00 in increments of 0.01, running 1000 in"
bn-fit-modify,TerminalWorld-Seeds-Clean,2,tw_125964,3,3,3,3,Louvain clustering of a flight-network matrix into a graph partition; same structure-from-matrix reasoning at a single scale.,Perform community detection on a flight network matrix using the Louvain algorithm. The working directory is `/root/mcp/ibowman/mike/HGAA`. Run the Louvain-based row/column/context matrix clustering on the input file `present/num_flights_ma
bn-fit-modify,TerminalWorld-Seeds-Clean,3,tw_18271,2,3,3,2,"Split a dataset, train a model on the training part and evaluate it; the fit-a-model-to-data half with no graph or sampling.",Train an SVM classifier using the `heart_scale` dataset included in the libsvm repository. Split the dataset so that the first 170 samples form the training set and the remaining 100 samples form the validation set. Train a model using a li
bn-fit-modify,TerminalWorld-Seeds-Clean,4,tw_733941,2,3,3,2,Build and run an end-to-end training pipeline on a tabular dataset producing model artifacts; tabular statistical modelling only.,Build and execute a machine learning pipeline using the `xorq` library that trains a scikit-learn classification model on the Palmer Penguins dataset and produces predictions. The penguins dataset is pre-loaded at `/app/penguins.parquet`. L
bn-fit-modify,TerminalWorld-Seeds-Clean,5,tw_18273,2,3,3,2,"Same libsvm train/test split and evaluation exercise; parameter estimation from data, nothing about dependence structure.","Train an SVM classifier using the LIBSVM library on the heart disease dataset located at `/libsvm/heart_scale`. Use the first 170 samples as training data and the remaining 100 samples as validation data, saving them to `/app/heart.training"
bn-fit-modify,TerminalWorld-Seeds-Clean,6,tw_686647,2,3,2,2,Fit a seeded anomaly-detection model to a dataset and compare two implementations' scores; reproducible statistical model fitting.,"Install `coniferest` version 0.0.15 with its `datasets` extra. Using the `ztf_m31` dataset, run anomaly detection with `coniferest.isoforest.IsolationForest` (random_seed=42), `sklearn.ensemble.IsolationForest` (random_state=42), and `conif"
bn-fit-modify,TerminalWorld-Seeds-Clean,7,tw_647708,2,2,3,2,"Join two CSVs, compute per-group counts and averages and write a precisely specified result CSV; tabular aggregation to exact schema.","Given two CSV files at `/app/bears.csv` and `/app/sightings.csv`, compute combined area statistics and save the result to `/app/area_stats.csv`. `/app/bears.csv` has columns `Bear ID`, `Last detected`, `Area`, and `Score`. Compute per-area "
bn-fit-modify,TerminalWorld-Seeds-Clean,8,tw_21631,1,2,3,2,"Filter rows and add a derived column with pandas, writing a CSV without the index; only the dataframe-to-exact-CSV discipline transfers.","Your task is to process the dataset located at `/app/test.dat` using pandas. Filter the data to include only rows where the `Species` is either `Equus pegasus` or `Equus monoceros`. Add a new column named `LogLength` to this filtered data, "
