tb21_id,rank,task_id,source,skill,domain,task_form,overall,reason,preview
bn-fit-modify,6,task_002145_763a4445,TMax-15K,3,4,3,3,Implement a generator for a specified mixture model and validate the produced sample against a baseline distribution.,"You are a machine learning engineer tasked with preparing a synthetic data generation service for our training pipeline. We need a service that generates samples from a specific Gaussian Mixture Model (GMM), tests the generated distribution"
bn-fit-modify,7,pymc-devs__pymc-7637,SWE-Rebench-Tasks-Clean,3,5,2,3,Build a Bayesian model and get reproducible draws from it; same library territory as fitting and sampling a Bayesian network.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. Sampling with generators as seeding no longer deterministic ### Description This was revealed in http
bn-fit-modify,8,task_000141_5fbf3c2f,TMax-15K,3,4,3,3,Cholesky-factor a covariance and generate correlated multivariate normal draws; the sampling direction of a linear-Gaussian network.,You are a Machine Learning Engineer preparing synthetic training data for a spatial regression model. You need to generate correlated multivariate normal samples based on a known covariance structure. Your task is to write a C program that 
bn-fit-modify,9,task_000577_2ef69d90,TMax-15K,3,3,3,3,"Estimate transition probabilities from observed counts, solve for the stationary law and test the fit; parameter learning for a probabilistic model.",You are tasked with analyzing a biological sequence transmitted from a legacy lab instrument via an audio signal. The lab encoded a DNA sequence into DTMF (Dual-Tone Multi-Frequency) tones and recorded it to `/app/dna_telemetry.wav`. The ma
bn-fit-modify,10,tw_125967,TerminalWorld-Seeds-Clean,3,3,3,3,Recover graph structure from a numeric data matrix across a parameter sweep; the structure-inference half in a different graph formalism.,"Perform a multi-scale Louvain community detection analysis on the flight network matrix at `/root/mcp/ibowman/mike/HGAA/present/num_flights_mat.csv`. Sweep 1000 resolution scales from γ=0.01 to γ=10.00 in increments of 0.01, running 1000 in"
break-filter-js-from-html,1,task_003787_156cb610,TMax-15K,5,5,5,5,Forge a file starting with <script>alert('COMPROMISED')</script> that still passes a program's gate and lands in HTML; essentially the TB2.1 task.,"You are a compliance analyst tasked with securing a legacy C++ audit trail generator. The existing tool reads compliance logs, verifies their integrity using a custom checksum algorithm, and generates an HTML report. Unfortunately, it suffe"
break-filter-js-from-html,2,task_000151_eed227cf,TMax-15K,4,4,4,4,The mXSS mechanism itself: a naive text filter sees raw bytes while decoding reveals the payload; reason about the parse-vs-decode gap.,"You are a data engineer tasked with building a robust, multi-stage ETL pipeline in a Linux environment. The pipeline must filter out malicious payloads from JSON-lines logs, perform a rolling aggregation, and output the normalized data. You"
break-filter-js-from-html,3,task_000092_f4073751,TMax-15K,4,4,4,4,Craft one payload that evades a regex-based IDS to reach a sink; construct an input that beats a pattern-matching filter.,You are acting as a red-team operator simulating an attack against a local testing environment. A vulnerable Python web server is available at `/home/user/server.py` and its base upload directory is `/tmp/victim/uploads/`. The server runs o
break-filter-js-from-html,4,task_000798_d7c5b764,TMax-15K,4,5,3,4,Decode an XSS payload and build a generator that crafts a script tag bypassing a CSP; direct XSS/CSP payload construction.,You are a network security engineer investigating a recent intrusion attempt. You have intercepted a web traffic log containing suspicious encoded requests targeted at a web application. The application currently uses a weak Content Securit
break-filter-js-from-html,5,python-markdown__markdown-1072,SWE-Rebench-Tasks-Clean,4,4,3,4,Debugging the exact discrepancy between how an HTML parser and markdown interpret partial tags; the parser-mismatch reasoning behind bypasses.,"A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. unclosed tag in code span Hello, I'm facing a problem, not sure where the problem really is (I'm not "
break-filter-js-from-html,6,task_000037_6b3061e0,TMax-15K,4,5,3,4,"Build a filter that must reject <script>, javascript:, onload= payloads; the defensive twin of TB2.1, same XSS domain and adversarial corpus.","You are acting as a Security Engineer tasked with rotating credentials and deploying a new token validation filter for our legacy voice-activated API. Recently, we initiated a credential rotation. The old master passcode was communicated vi"
break-filter-js-from-html,7,task_000022_21389603,TMax-15K,4,3,4,4,"Find a validator's verification flaw and craft one token that bypasses it; reverse-a-check-then-defeat-it, the same shape as beating filter.py.",You are a red-team operator simulating a local privilege escalation attack. You have obtained the source code of a custom authentication tool located at `/home/user/validator.go`. This tool validates a custom three-part token (similar to a 
break-filter-js-from-html,8,tw_207807,TerminalWorld-Seeds-Clean,4,3,3,3,"Blind SQL injection against a live web app; craft injection payloads that defeat the app's input handling, the closest injection analogue.",The WebGoat application is running at `http://localhost:8080/WebGoat`. The SQL injection advanced challenge exposes a blind SQL injection vulnerability in the `username_reg` parameter of the `PUT /WebGoat/SqlInjectionAdvanced/challenge` end
break-filter-js-from-html,9,lepture__mistune.bf54ef67.lm_rewrite__u9gus5ea,SWE-Smith-Seeds-Clean,3,5,2,3,HTML-attribute characters left unescaped producing an XSS hole; the escaping-vs-injection reasoning a JS-removal filter must get right.,"# Code blocks with language info containing special characters are not properly escaped When using code blocks with language info that contains special characters, the HTML output doesn't properly escape these characters, which could lead t"
break-filter-js-from-html,10,task_000190_fc09cf3a,TMax-15K,3,3,4,3,Reverse-engineer an auth binary and forge a token it accepts; craft-an-input-to-beat-a-check with a reverse-engineering prelude.,"You are a red-team operator tasked with bypassing a custom authentication mechanism to craft an evasion payload. You have discovered a compiled authentication binary at `/home/user/auth_bin`. This binary reads a binary token file, validates"
build-cython-ext,1,task_000112_fefb47b8,TMax-15K,5,5,4,5,"Fix a Cython extension's build failure, compile it with build_ext --inplace, then import and feed it a numpy array; essentially the TB2.1 task.","You are a security researcher analyzing a suspicious binary that exfiltrates mathematical parameters. You have recovered a network packet capture of the exfiltration and the decompiled Cython source code of the binary's encoding module, but"
build-cython-ext,2,task_000589_21509b0c,TMax-15K,5,4,4,4,"Find the broken build configuration for a Cython parser.pyx extension, fix setup.py, and build/install the package from source.",You are an observability engineer tuning the dashboard metrics pipeline for our new application. We have a custom log-parsing metrics exporter vendored at `/app/fast-metric-exporter`. It is designed to parse access logs and aggregate throug
build-cython-ext,3,task_001162_eff22bd4,TMax-15K,4,4,4,4,"Diagnose a setup.py build_ext config error for a C extension and compile it; the read-the-error, patch-the-build loop TB2.1 requires.",You are an infrastructure engineer investigating a memory leak in a critical long-running audio processing service. The service uses a custom C-extension for Python to quickly parse WAV file headers. Your tasks: 1. **Build Failure Diagnosis
build-cython-ext,4,rts_task_e1c8c5fa243d311f29c1d6b6,Recursive-Task-Synthesis,5,4,4,4,Build and install a custom Python C extension into a venv and make it importable; the compile-and-install-a-native-extension core.,"You have a Python 3.7 virtual environment at /root/tmp/venv37bpim1. First, build and install a custom Python C extension module named `fastsum` inside that virtual environment according to the specification provided in the file `BUILD_SPEC."
build-cython-ext,5,task_000657_8a6da3d4,TMax-15K,4,4,3,4,Fix the build issue and compile the fast_parser C extension; same patch-the-native-build-then-compile skill.,"You are a DevOps engineer troubleshooting a failing data ingestion pipeline. The pipeline code is located in `/home/user/app/`. It consists of a Python script `main.py` that reads records from `inputs.txt`, parses them using a custom C exte"
build-cython-ext,6,task_001533_bcad5bcb,TMax-15K,4,4,4,4,Repair a broken setup.py/Makefile wiring so a C-extension compiles and the package installs; build-configuration debugging.,"You are a performance engineer investigating non-reproducible jitter in our distributed simulation system. To analyze this, we perform spectral analysis on latency logs. We have a proprietary Python package `fast-stat-profiler` located at `"
build-cython-ext,7,pypa__setuptools-4676,SWE-Rebench-Tasks-Clean,4,4,3,4,Build a C Extension via setuptools build_ext/bdist_wheel and correct the ABI tag; the native-extension build-and-package machinery TB2.1 drives.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. [BUG] Wheel ABI tag is wrong when building with debug build of Python 3.13 on Windows ### setuptools 
build-cython-ext,8,task_000505_265772e9,TMax-15K,4,4,3,4,Build a C extension with build_ext --inplace and bake the library path into the .so; hands-on native build configuration.,"You are an operations engineer debugging a Python application that interfaces with a legacy C library. The application processes streaming data blocks, validates requests, and offloads processing to the C library. Currently, the application"
build-cython-ext,9,bashtage__arch-741,SWE-Rebench-Tasks-Clean,3,4,2,3,NumPy 2.0.1 breaks a call into a compiled Cython extension; the exact NumPy-2 compatibility failure at the Cython boundary TB2.1 must fix.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. Contiguous array error when calling arch_model running an `arch_model` call as follows: ``` from arch
build-cython-ext,10,task_000084_2e6745ad,TMax-15K,3,3,4,3,"Vendored package fails to build/install via pip install -e; fix setup.py and install from source, the same broken-source-install repair.","You are an AI assistant helping a data science researcher build an automated system to organize and score the quality of various datasets using Bayesian inference. The researcher relies on a specialized, high-performance Bayesian inference "
build-pmars,1,tw_2077,TerminalWorld-Seeds-Clean,4,4,5,5,"Build the tree C program from a source tarball and make it available system-wide; a small-C-program-from-source-then-install task, essentially TB2.1 minus the X11 toggle.","Install the `tree` program (version 1.5.3) from source on this system. The source archive `tree-1.5.3.tgz` is available at `/root/tree-1.5.3.tgz`. After installation, the `tree` binary should be accessible system-wide so that running `tree`"
build-pmars,2,task_000956_d4ef2604,TMax-15K,5,4,4,5,Fix a broken configure script then ./configure --prefix && make && make install a C source package; the exact source-build-and-install loop.,You are an automation specialist creating a time-series processing workflow for high-frequency IoT sensor data. Your task consists of two parts: fixing a vendored dependency and writing a stream-processing bash script. ### Part 1: Fix and I
build-pmars,3,tw_17688,TerminalWorld-Seeds-Clean,4,4,5,5,"Build VIM from source with a chosen feature set and install to a prefix; the configure-with-feature-flags-then-install skill, like building pMARS without X11.","Build VIM from source with the `huge` feature set enabled, including support for Python 2, Ruby, Lua, Perl, cscope, and GTK2 GUI. Install the built binary to `/usr/bin/vim` (i.e. use `/usr` as the install prefix). The environment has Python"
build-pmars,4,task_002096_dbcfa500,TMax-15K,4,4,4,4,Fix a Makefile.in syntax error then ./configure && make to build a C binary; autotools build repair and compile from source.,"You are a platform engineer responsible for maintaining our CI/CD pipeline infrastructure. We have a lightweight mock CI server that serves test results to our dashboard, but the environment is currently broken. Your task is to fix the depe"
build-pmars,5,rts_task_08b107d941826dce48b6a75d,Recursive-Task-Synthesis,4,3,4,4,"Resolve build deps, configure with an explicit feature-flag set, then make; the configure-with-options-then-compile core of the pmars build.","Set up and build the NetworkManager-l2tp VPN plugin from source. Clone the repository into /app/network-manager-l2tp. Install any missing build dependencies required for configure to complete, then configure using these flags: --disable-sta"
build-pmars,6,tw_157071,TerminalWorld-Seeds-Clean,3,3,4,4,"Build and install MBDyn from source then run it; a from-source build followed by exercising the installed binary, like the pmars test run.","Build and install MBDyn 1.7.3 from source on this system, then use it to simulate the `robot_arm.mbd` model from the [Getting-Started-with-MBDyn](https://github.com/YashKumarVerma/Getting-Started-with-MBDyn) repository. The simulation shoul"
build-pmars,7,rts_task_64c57d1e84b4f7457cd48d6b,Recursive-Task-Synthesis,4,4,4,4,"Compile a C program, assemble a Debian package with DEBIAN/control and install it; the dpkg/debian tooling behind obtaining pMARS from Debian sources.",Build a Debian package for the C program at /app/helloworld.c. The program reads its greeting from the installed data file /usr/share/helloworld/greeting.txt. Assemble the package directory under /app/debdemo/ with the compiled binary and d
build-pmars,8,task_000172_9d5cca3a,TMax-15K,4,4,4,4,Fix a Makefile install target so make install lands the binary in /usr/local/bin; literally the install-to-/usr/local/bin step of TB2.1.,"You are tasked with setting up a configuration management tracking service using a locally vendored package called `bash-conf-tracker`. This tool is designed to receive raw server configuration data over HTTP, normalize it, deduplicate entr"
build-pmars,9,tw_112262,TerminalWorld-Seeds-Clean,3,3,4,4,"Clone, build and install Singularity from source; drive a real configure/make/install from a repository to a working system install.","Build and install Singularity from source on this Ubuntu system. Clone the Singularity repository from `https://github.com/singularityware/singularity.git`, check out the `development` branch, and compile and install it from source using th"
build-pmars,10,task_002085_99894026,TMax-15K,3,4,3,3,Find and fix an intentional Makefile perturbation in a vendored package then make and make install; diagnose-and-fix a broken native build.,"You are a localization engineer managing an ETL pipeline for translation files. Your goal is to process new English strings, merge them with existing French translations, fill in missing gaps using a legacy Translation Memory (TM) file, and"
build-pov-ray,1,tw_8593,TerminalWorld-Seeds-Clean,5,4,5,5,"Download an old program's source tarball from a URL, compile it and install it system-wide - the same task with a different program.","Compile and install the `st` terminal emulator (version 0.4.1) from source. Download the source tarball from `http://dl.suckless.org/st/st-0.4.1.tar.gz`, build it, install it system-wide, and then uninstall it using the provided uninstall t"
build-pov-ray,2,task_003853_457136d4,TMax-15K,5,4,4,4,Vendored jq-1.6 whose ./configure && make is sabotaged; diagnose the build failure until the binary works.,"We are building a Bash-based ETL pipeline to process graph data representing internal transactions. Due to strict environment constraints, we use heavily customized, locally compiled tools for our pipeline. We have pre-vendored the source c"
build-pov-ray,3,rts_task_a1fb5d219782b2ad9fd0ccbe,Recursive-Task-Synthesis,4,4,5,4,"Fetch the PostgreSQL source tarball from a URL, build it and install it to a specified prefix.","Download the PostgreSQL 16.2 source tarball from https://ftp.postgresql.org/pub/source/v16.2/postgresql-16.2.tar.bz2, build it from source, and install to /home/bpdp/software/postgresql/16.2. Then create a Fish shell environment profile at "
build-pov-ray,4,task_002996_9b750971,TMax-15K,5,4,4,4,"Repair datamash-1.8 Makefile.in, then configure --prefix=/usr/local, make and make install a correctly named binary.","You are a data engineer building a lightweight ETL pipeline and serving its results via an HTTP API, using only Bash and core Unix tools. You need to complete the following multi-stage workflow: 1. **Fix and Install Vendored Package**: We r"
build-pov-ray,5,tw_17688,TerminalWorld-Seeds-Clean,4,4,5,4,Build VIM from source with many optional features and install to a prefix; teaches configure-flag and dependency hunting.,"Build VIM from source with the `huge` feature set enabled, including support for Python 2, Ruby, Lua, Perl, cscope, and GTK2 GUI. Install the built binary to `/usr/bin/vim` (i.e. use `/usr` as the install prefix). The environment has Python"
build-pov-ray,6,task_000423_4dba82f4,TMax-15K,5,4,4,4,"Broken autotools tree: fix Makefile.am and configure permissions, run autoreconf -i, configure and make to a binary.","You are acting as a Site Reliability Engineer responsible for monitoring network uptime. We have a locally vendored copy of `fping` that we need to use for our custom internal monitoring pipeline, but the build process is currently broken. "
build-pov-ray,7,tw_15324,TerminalWorld-Seeds-Clean,4,3,4,4,Get EOL Python 2 era software running again on an archived distro - same legacy-software-on-modern-host fight.,Install and configure pyload 0.4.x — the Python 2 download manager — so that the pyload daemon is running in this container. The container uses Python 2.7 on Debian Buster (EOL — archive mirrors are already configured). Clone the pyload sou
build-pov-ray,8,rts_task_43c0269eab61f4f5fb8cafaf,Recursive-Task-Synthesis,4,3,4,4,"Build a tool from local source, install it to /usr/local/bin, then exercise the installed binary on real input.","Build the `rar` command-line utility from local source files available in the environment and install it to `/usr/local/bin/rar`. Use the installed tool to verify the archive at `/app/data/archive.rar` is intact (e.g., via its test command)"
build-pov-ray,9,task_002737_29eccf53,TMax-15K,4,4,4,4,"Download an upstream C library tarball, extract, compile and install to a prefix before anything else can be built.","You are a performance engineer tasked with creating a highly optimized, parallelized simulation and signal processing pipeline. Your objective is to write a C program that simulates the 1D wave equation (a PDE) for multiple initial conditio"
build-pov-ray,10,tw_533008,TerminalWorld-Seeds-Clean,4,4,5,4,Install a pinned version of a C server from source and demonstrate the installed binary starts and stops cleanly.,"Install nginx 1.23.2 from source on this system. The build should compile and install successfully, and nginx should be functional (able to start and stop cleanly). Once complete, write the string `nginx 1.23.2 installed and verified` to `/"
caffe-cifar-10,1,rts_task_a48bb6a87568de6f4342d7e0,Recursive-Task-Synthesis,4,3,5,4,"Clone, build with the exact cmake flags a spec demands, install, run the bundled smoke test and log its full output - the same shape.","Set up and install the Paho MQTT Embedded-C client library from source on this system, following the build specification provided in `/app/rewrite_target.json` (which details required cmake flags, install prefix, or other configuration). Th"
caffe-cifar-10,2,tw_588262,TerminalWorld-Seeds-Clean,4,4,4,4,"Compile an OpenCV binding from source with precompiled artifacts disabled, then run a YOLOv4 CNN on a test image.",Run a YOLOv4 object detection inference using the Evision library (Elixir bindings for OpenCV) in the `/app` directory. The project should be compiled from source with precompiled artifacts disabled. Using the test images and model files al
caffe-cifar-10,3,task_005422_44da660a,TMax-15K,4,4,4,4,Compile a C++ training program and run it so it prints Test Accuracy; native-code training with a metric to verify.,You are a data analyst stepping into a project to fix a machine learning pipeline written in C++. We are training a simple Naive Bayes text classifier on a dataset of SMS messages (`/home/user/dataset.csv`) to predict whether a message is s
caffe-cifar-10,4,rts_task_273506dfe1d5bfc5c2b4f83c,Recursive-Task-Synthesis,4,4,4,4,"Set up the environment, download the dataset files and run the example classifier, saving the full run output.","Inside /app/sds-mnist, set up a Python virtual environment, install sds and numpy, download the four MNIST dataset files, and run image_similarity.py in example mode. The script may require extra local configuration; inspect its source and "
caffe-cifar-10,5,tw_18271,TerminalWorld-Seeds-Clean,4,4,4,4,"Split a dataset, train an SVM with the libsvm source tree and evaluate it - train-and-measure with a C++ toolkit.",Train an SVM classifier using the `heart_scale` dataset included in the libsvm repository. Split the dataset so that the first 170 samples form the training set and the remaining 100 samples form the validation set. Train a model using a li
caffe-cifar-10,6,tw_157071,TerminalWorld-Seeds-Clean,4,3,5,4,"Build and install a scientific C++ package from source, then run a supplied model and capture all output to a file.","Build and install MBDyn 1.7.3 from source on this system, then use it to simulate the `robot_arm.mbd` model from the [Getting-Started-with-MBDyn](https://github.com/YashKumarVerma/Getting-Started-with-MBDyn) repository. The simulation shoul"
caffe-cifar-10,7,task_001129_becccfbc,TMax-15K,4,4,4,4,"Fix a vendored CMakeLists so the C++ dependency builds, then implement the network's forward pass by hand.","You are an AI assistant helping a data researcher clean up a large collection of sensor datasets. The researcher has a mix of valid recordings and corrupted (""evil"") adversarial recordings that need to be filtered out before downstream trai"
caffe-cifar-10,8,tw_17238,TerminalWorld-Seeds-Clean,4,4,4,4,Clone a machine-learning C++ library with submodules and build it with CMake and tests enabled.,"Clone the SML (Statistical Machine Learning) library from `https://github.com/Stardust2013/sml` to `/app/sml`, initialize its submodules, and build the project with tests enabled using CMake. The build should be performed in `/app/sml/build"
caffe-cifar-10,9,task_000854_fe200810,TMax-15K,4,4,3,4,"Training diverges to NaN and must be made to converge without touching lr, seed, epochs or architecture.","You are a developer tasked with debugging a failing machine learning build pipeline. The project is located in `/home/user/build_system/`. When you run the build script `python train.py`, it fails with a convergence error (the loss becomes "
caffe-cifar-10,10,facebookresearch__fvcore.a491d5b9.combine_file__htnzvb1x,SWE-Smith-Seeds-Clean,3,4,1,3,Caffe2-style conv weight initialisation (c2_msra_fill/c2_xavier_fill) - the initialisation a CIFAR CNN's accuracy depends on.,# Weight initialization parameters changed in c2_xavier_fill and c2_msra_fill I've noticed that the weight initialization functions in `fvcore/nn/weight_init.py` are not behaving as expected. The issue appears to be with both the `c2_xavier
cancel-async-tasks,1,task_002782_8ddf86de,TMax-15K,5,5,4,5,Explicitly requires the coroutine to terminate on cancellation and not swallow asyncio.CancelledError - the same rule this task turns on.,You are a security researcher analyzing a suspicious Python asynchronous service that is prone to Denial of Service (DoS) attacks via task leakage and CPU exhaustion. You have been provided with the service code at `/home/user/suspicious_se
cancel-async-tasks,2,Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__9p10bve9,SWE-Smith-Seeds-Clean,5,5,2,4,"bounded_gather is a semaphore-bounded asyncio.gather; the bug lives in its concurrency-limit handling, exactly run_tasks' signature.",# Multiple issues with bounded_gather and pagify functions ## Description I've found several issues with the `bounded_gather` and `pagify` functions in the utils module. ### bounded_gather issue: When trying to use `bounded_gather` with a l
cancel-async-tasks,3,aaugustin__websockets-467,SWE-Rebench-Tasks-Clean,5,5,2,4,"Deep argument about cancelling futures versus raising, and what a task can know when CancelledError arrives.",A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. Pong's CancelledError races with ConnectionClosed error I upgraded to the current version of this lib
cancel-async-tasks,4,task_000705_dd1c4aef,TMax-15K,5,5,3,4,Orphaned task survives client cancellation; must handle asyncio.CancelledError so the work actually stops.,"You are a performance engineer called in to debug a severe resource leak in a Python asynchronous backend service. The service processes incoming network requests, but under heavy load with frequent client cancellations (disconnects), it le"
cancel-async-tasks,5,python-trio__trio.cfbbe2c1.pr_3051,SWE-Smith-Seeds-Clean,5,4,2,4,Shielding a cancel scope is the mechanism that lets cleanup finish after cancellation - the requirement stated in the prompt.,"move_on_ and fail_ functions should accept shield as a keyword argument Support a simpler syntax for: ``` async with trio.move_on_after(1) as scope: scope.shield = True ``` as a one-liner: ``` async with trio.move_on_after(1, shield=True) a"
cancel-async-tasks,6,task_003430_e10679d1,TMax-15K,4,5,3,4,Asyncio task leak when a client disconnects; tasks must be cancelled and reaped rather than left running.,"You are an SRE investigating a Python-based metrics aggregation service that has been triggering uptime alerts. The service calculates uptime scores and processes incoming telemetry, but it has two severe bugs: 1. **Asyncio Task Leak:** Whe"
cancel-async-tasks,7,python-trio__trio-2845,SWE-Rebench-Tasks-Clean,4,4,2,4,How exceptions from concurrently running children surface out of a nursery - the structured-concurrency version of this API.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. (Regression on master) `strict_exception_groups` is not respected `strict_exception_groups` is docume
cancel-async-tasks,8,rts_task_d0d85b0aa334978c5f38571f,Recursive-Task-Synthesis,4,3,3,4,On SIGINT every concurrently running child must be terminated cleanly - the keyboard-interrupt-still-cleans-up requirement.,"Create an executable shell script at `/app/qrshare` that, when executed, starts a Python HTTP server on port 8000 serving the current directory and displays a QR code encoding the URL. The script must determine the machine's outbound IP add"
cancel-async-tasks,9,python-trio__trio.cfbbe2c1.combine_module__2e5xy8b7,SWE-Smith-Seeds-Clean,4,4,2,4,"Signal (Ctrl-C) delivery inside an async runtime, the path by which a KeyboardInterrupt becomes a cancellation.",# Bug in signal handling and subprocess pipe creation I found two issues in the Trio codebase: ## Issue 1: Signal handling in non-main threads ```python In [1]: import trio In [2]: import signal In [3]: import threading In [4]: def thread_f
cancel-async-tasks,10,task_001433_7846c37a,TMax-15K,4,5,3,4,Fix an asyncio task leak on disconnect so abandoned tasks are cancelled instead of accumulating.,"You are a support engineer collecting diagnostics for a problematic asynchronous Python data ingestion service. The service has been crashing, producing incorrect analytics, and failing to handle unexpected payloads. Your goal is to fix the"
chess-best-move,1,task_000843_e4d5c63e,TMax-15K,4,4,4,4,"Extract a structure from a PNG, then compute an exact answer over it that is checked numerically - both stages of this task.","You are a Database Administrator optimizing a complex knowledge graph database. You have received a screenshot of the latest query execution plan's topology, which details the join costs between different NoSQL collections (nodes). This ima"
chess-best-move,2,tw_372371,TerminalWorld-Seeds-Clean,4,4,4,4,Search an N x N chessboard for every legal configuration and write them all out in a fixed format.,"Implement a solution to the N Queens puzzle in `/app/puzzle_queen.py` inside the running Docker container. The script must accept a `-n` argument specifying the board size, a `-f` flag to display each solution as a full N×N board, and a `-s"
